date,策略净值,基准净值,策略收益率
2025-05-06,14146133.089100026,15119932.828607963,-0.003360895274515441
2025-05-07,14218477.089100026,15275939.598436315,0.005114047743248085
2025-05-08,14267611.089100024,15282870.090547219,0.0034556443486950528
2025-05-09,14350969.089100024,15376210.805502202,0.005842463708846335
2025-05-12,14367377.089100026,15414686.075080212,0.001143337421893209
2025-05-13,14391141.089100024,15509617.236980481,0.0016540249380680994
2025-05-14,14495802.089100026,15615978.179218799,0.007272599118583578
2025-05-15,14601052.089100026,15605842.258961763,0.007260722749460102
2025-05-16,14533432.089100024,15492044.324683158,-0.004631173122824572
2025-05-19,14606439.089100024,15536699.824100213,0.005023383296692607
2025-05-20,14775919.089100024,15643296.552390475,0.01160310182147506
2025-05-21,14919283.089100024,15767801.890001675,0.009702543654679152
2025-05-22,14966482.089100024,15792029.357868273,0.003163623863031484
2025-05-23,14864823.089100024,15654722.507600036,-0.006792444570126288
2025-05-26,14815617.089100026,15632744.649658294,-0.003310231121154694
2025-05-27,14746395.089100024,15599236.39475079,-0.0046722319822188885
2025-05-28,14919696.089100026,15703471.340773093,0.011752092559089267
2025-05-29,14781938.089100024,15685461.233281955,-0.009233297995972167
2025-05-30,14788589.089100026,15686150.055465069,0.00044994099961126466
2025-06-03,14630905.089100024,15643902.469814317,-0.010662545226591158
2025-06-04,14577549.089100024,15643070.251290292,-0.003646801047171744
2025-06-05,14469752.089100024,15632904.584729811,-0.0073947272851649926
2025-06-06,14440202.089100024,15648428.190918468,-0.0020421911735626352
2025-06-09,14466470.089100024,15705764.429621562,0.0018190881151052274
2025-06-10,14397813.089100024,15669186.094202,-0.004745940065346788
2025-06-11,14447375.089100026,15751820.485066285,0.0034423283378726133
2025-06-12,14352165.089100024,15711029.366211977,-0.006590124462943714
2025-06-13,14397214.089100024,15743152.442032864,0.0031388295577936542
2025-06-16,14357927.089100024,15753215.827968564,-0.002728791817421361
2025-06-17,14438603.089100024,15798367.218670933,0.005618916957814024
2025-06-18,14397632.089100024,15800860.454287035,-0.0028376013764745966
2025-06-19,14306212.089100024,15751291.858462859,-0.006349655237350538
2025-06-20,14366537.089100024,15802071.700030353,0.004216699684325365
2025-06-23,14489465.089100024,15844480.585073294,0.008556550492133885
2025-06-24,14511382.089100024,15878195.891529353,0.0015126162260115095
2025-06-25,14546953.089100024,15940405.547760746,0.0024512482533773916
